date,DLOG(IP)*100,DLOG(RPI_D11)*100,CLI,DLOG(EXPORTS)*100,DLOG(IMPORTS)*100,DLOG(GOVTCONS)*100,DLOG(CAPITAL)*100,DLOG(CONSUMPTION)*100,DLOG(GDPDEF*100)*100,DLOG(WAGES)*100,GB1,DLOG(GDP)*100,DLOG(CPI_D11)*100,TBILL,GB20-TBILL,GBYIELD-TBILL,GB5-TBILL,DLOG(BRENT)*100,CPSPREAD,DLOG(REALHP)*100,DIVYIELD,PE,DLOG(DOLLARATE)*100,DLOG(EURORATE)*100,DLOG(YENRATE)*100,DLOG(NEER)*100,DLOG(REER)*100,DLOG(STOCK)*100,DLOG(M4/CPI_D11)*100,DLOG(BROAD_MONEY/CPI_D11)*100,DLOG(COM)*100,UNEMPLOY,DLOG(EMPLOY)*100,DLOG(M1/CPI_D11)*100,MORT_RATE-GBYIELD,DLOG(STOCK_VOL)*100,DLOG(EPU1)*100,BAA_US-GB10_US,STOCK_BUILD,DLOG(NPISH_CONS)*100,DLOG(DOM_DEMAND)*100,DLOG(VACANCY)*100,DLOG(WORKFORCE_JOBS)*100,DLOG(EMP_JOBS)*100,DLOG(SELF_JOBS)*100,CORP_BOR_SPREADS,PNFC_LOAN_RATE,DLOG(M0/CPI_D11)*100,DLOG(DIVISIA/CPI_D11)*100,DLOG(FTSE_IND)*100,INF_EXP,DLOG(CCI)*100,DLOG(RETAIL_TRADE)*100,DLOG(CAR_REGISTRATION)*100,DLOG(MANUFACTURE_D11)*100,DLOG(CONSTRUCTION)*100,DLOG(INTER_GOODS)*100,DLOG(PROD_INVEST)*100,SURVEY_FIN,SURVEY_ECON,SURVEY_ECON_NEXTYEAR,SURVEY_PRICE,SURVEY_PRICE_NEXTYEAR,SURVEY_UNEMPLOY,SURVEY_FIN_LASTYEAR,DLOG(COM_FOOD)*100,DLOG(COM_NON_FOOD)*100,DLOG(COM_METALS)*100,DLOG(COM_INDUSTRIAL)*100,DLOG(CPI_FOOD_D11)*100,DLOG(CPI_ENERGY_D11)*100,DLOG(DEBT_DOMESTIC)*100,DLOG(DEBT_DOMESTIC_NON_FIN)*100,DLOG(DEBT_GOV)*100,DLOG(DEBT_TOTAL)*100,DLOG(ELECTRIC_SUPPLY_D11)*100,DLOG(ELECTRIC_IMPORTS)*100,DLOG(GAS_IMPORTS_D11)*100,DLOG(GAS_PROD_D11)*100,DLOG(FT_SMALL_CAP)*100,DLOG(FT_MID_CAP)*100,DLOG(FT_LOWYIELD_CAP)*100,DLOG(FT_LARGE_CAP)*100,DLOG(FTSE100)*100,DLOG(FT_INDEX_LINKED)*100,DLOG(RESIDENTIAL_PRICES)*100,DLOG(TOTAL_RESERVES)*100,DLOG(ULC)*100,DLOG(CPI_NO_FOOD_ENER_D11)*100,SURVEY_BUSINESS,NET_TRADE,DLOG(CONS_DEF)*100
1990Q1,-0.805712265,2.227805373,99.28353,2.385693074,2.678705616,0.891137527,0.746879042,0.464410503,0,2.520618875,14.09,0.671733289,1.740698519,14.5781,-4.5481,-2.0881,-2.1881,-15.93104452,0.576666667,-4.892164057,4.77,11.21,2.058128245,1.122694413,11.75653369,0.213725708,0.07685941,-6.530276976,1.930629187,1.930671071,4.909960758,6.7,0.074377095,-0.805101624,2.406666667,-30.61162532,-30.35452768,1.45,351,4.01150309,0.760692303,-7.598590698,0.06831768,0.116085917,0.253914652,1.51,16.74,-0.971292404,-0.034664009,1.140304691,5.2,-1.379252327,0.919969575,-1.98972294,-0.284746829,1.966927072,-0.14858849,-0.041892958,-25,-54,-35.5,45,53.5,17,-29,6.123321016,2.614533066,4.447906569,3.786343695,1.944777418,2.090996982,4.732603506,7.99326228,0,7.943814353,0.996367693,-414.0024304,-10.88306352,5.763838582,-7.35965244,-8.696469002,-0.028383478,-7.768511748,-6.282552588,-5.480123577,-3.289602117,-0.544572968,1.092696044,2.213134526,99.56816819,-4.242394276,1.115808955
1990Q2,1.451404288,3.478916962,98.83423,-0.054653575,-0.279798603,0.407129768,-1.447357528,0.933388353,3.448617607,3.101219156,13.16,0.512339745,1.983835854,14.4063,-4.8163,-2.7563,-2.9663,-13.20203979,1.58,-3.004415595,4.71,11.39,6.132189087,3.613677969,2.076482942,0.525429156,2.593078163,6.26870139,1.544859516,1.544918235,-2.424764051,6.7,0.130026952,1.122293992,3.786666667,7.446126294,-7.790790043,1.88,880,-1.052192275,0.480568991,-1.176484158,0.283020665,0.251723238,0.393701296,1.85,16.8,-0.424274859,-0.198462936,-2.258390427,5.1,-0.035006815,-1.2903405,-3.559575658,-0.233753668,-0.530973239,-0.896197187,1.60791006,-10.5,-50.5,-21,44.5,49,27,-29,-2.864354609,1.282071348,-2.473717872,-0.642694721,1.69745573,2.303609436,6.707231219,4.279903354,-99.85288301,6.282106118,-2.349338877,434.324061,-62.43756501,4.358803648,1.475450339,4.014514319,10.7290672,5.156686365,6.709342468,3.984942452,-3.922764439,-1.297180797,0.656622007,3.913219209,99.45540956,-3.78390469,1.763137103
1990Q3,-1.675827469,2.18119356,97.69575,-0.205101126,-1.80062022,0.818119718,-0.955783655,-0.652824581,1.680711832,2.23404406,12.84,-1.049501439,1.955406173,14.2969,-4.3769,-2.1069,-2.5969,95.80023496,0.516666667,-4.942353893,5.57,9.77,6.98503819,0.94480009,-2.447393981,5.771295751,6.209708948,-18.13038999,0.039609679,0.039397034,2.733516957,6.9,-0.130026952,-0.909741496,3.26,14.09097438,23.19624559,1.6,-2157,0.924812738,-1.404027207,-13.26864412,-0.358172681,-0.17573995,-1.072245036,1.96,16.91,-1.81333741,-0.8822042,-2.759531887,6.9,-0.336777441,0,-3.567304813,-1.257060276,-1.636596275,1.267255154,-1.707198491,-11.5,-54.5,-31.5,48.5,59.5,35,-26,-3.052099146,-6.732655039,12.44797865,8.819334293,1.741113813,9.397058272,13.98987049,15.7373126,0,15.05759052,0.672682822,14.58841606,39.52671819,-1.712029455,-25.23406727,-25.30002952,-11.19520608,-19.33657168,-16.38044626,0.021620843,0.305893176,4.234105906,-1.194138598,2.023673611,98.91290697,-3.239237566,2.142324053
1990Q4,-0.952060977,1.634436078,96.367,0.765984586,-1.778724182,0.890000444,-1.165299908,-0.039329917,1.652930195,1.895016308,11.43,-0.344646361,1.900069841,13.4063,-3.8863,-2.2463,-2.5563,-36.89450365,1.236666667,-6.050826659,5.42,10.7,2.994707637,-0.866904679,0.730895038,-0.062503257,0.388905884,8.147746784,0.217086141,0.217144636,-11.15430175,7.4,-0.559181327,-0.281025151,3.753333333,8.570566436,16.9246321,2.52,-5349,0.804010255,-0.913317181,-18.91012438,-0.751199787,-0.681911989,-1.083866857,2.14,16.17,-2.129665962,-1.049724581,-5.682781624,4,0.655031774,0.185357019,-4.795389268,-0.707223888,-1.467575852,0.664454299,-1.568528653,-0.9,-47.1,-0.6,40.9,31.6,35.9,-23.5,-4.22006348,-3.937222118,-18.16742677,-18.06701679,1.031741151,-3.058292671,11.39239994,10.66303914,0,9.984336142,-0.569428326,4.976625014,-8.311480965,5.379183114,1.561867884,7.491719469,18.15747214,7.442300517,8.726593662,4.149914504,-3.436010526,0.990498967,-0.406236936,1.435614904,97.90256985,-2.118531582,2.144673798
1991Q1,-1.190490251,1.088945716,96.16455,-3.319404961,-3.046743292,0.221267938,-4.563096066,-0.068249525,1.626052087,1.136968049,10.44,-0.2922374,0.954935829,11.5625,-2.4125,-1.3225,-1.5625,-45.42552723,1.343333333,-1.632014552,4.8,12.59,-10.09419505,2.274495336,-6.254428017,-0.336625972,-1.040462417,15.4552407,0.371845665,0.371833802,-1.825370422,8.1,-0.825830519,-1.122902456,4.25,-11.94983895,11.13627415,2.15,-2648,-0.056211356,-0.221599141,-1.369884436,-1.076563351,-1.076410523,-1.095743374,3.2,15.61,0.036195739,-0.195758838,7.142783156,3.6,0.258910706,1.10498348,-5.399518891,-3.05542942,-4.188424885,-0.184128218,-1.730323135,-1.9,-58.3,-5.7,38.5,32.4,47.4,-26.5,-2.068656377,-4.839666186,-4.16040613,-2.506375078,0.963121244,-0.350467848,0.023499001,3.091451087,615.7886564,6.098853638,1.984244545,-0.232558244,-2.40715906,3.673885913,18.74293013,16.5379833,-2.913671575,14.22698678,14.94240751,1.461783569,-1.744393852,4.548381735,0.338512962,1.384509462,97.13191062,-2.525319563,2.569165928
1991Q2,-1.134151767,0.914060601,96.94582,3.284874428,0.287615931,2.626193229,-1.519931669,-0.660300582,1.600034135,2.240481244,10.07,-0.126145249,3.236270642,10.7188,-1.2688,-0.0688,-0.3288,2.631730832,0.81,-1.654394465,4.91,12.6,-7.457054251,-0.994410336,-9.808777599,-2.428819324,0.978446911,-1.257444242,-1.508808866,-1.508815826,-2.127839667,8.6,-0.965825139,-0.985919462,2.423333333,-27.85657125,-39.97114989,1.68,-4363,0.490781326,-0.739075933,-20.43556374,-1.00738898,-0.886787855,-1.078570433,2.6,13.91,-2.136884704,-2.128978435,9.842689547,3.6,0.199768506,-3.352269142,-8.01348269,-0.616816883,-1.098930892,0.661280908,-3.19916017,-0.7,-53,-4.1,41.4,34.6,46.9,-20.7,-4.040981498,11.09645589,-9.470372938,-1.829595918,1.847294281,4.49928531,4.619791739,5.089502462,-5.692720202,4.324293341,1.35520711,-14.29217605,13.74345721,11.20449937,-5.637988604,-5.492468845,6.361755629,-2.556046979,-0.39927827,-0.594487384,-4.766496962,2.426156759,0.49075286,0.659513485,97.0796177,-1.760753565,2.88238812
1991Q3,-0.912600128,0.977302229,98.31351,1.481880729,0.683689318,-0.779445743,-1.919529428,0.005572152,0,2.00645126,9.37,-0.218638777,1.327137284,9.6875,-0.8275,0.1425,-0.1575,14.81027433,1.333333333,-2.25948105,4.68,14.54,7.571503477,-0.567685584,4.317533303,-0.839098057,-1.090180289,10.16983082,-0.18312047,-0.183001597,-3.649984668,9,-0.956030226,-0.362555007,2.23,6.959687417,9.231670349,2.21,-3865,0.641385355,-0.4077723,-2.570835671,-0.595900989,-0.51854102,-0.411160638,2.48,12.8,-0.888610457,-0.355352525,3.01427259,2,1.332910161,0.378072237,-4.879016426,-0.73239762,-0.720184274,2.137375324,-2.940333726,2,-50,4,33,26.5,40.5,-19,3.378766579,-15.14423687,-4.162576404,-7.991974833,0.275223526,1.765218928,10.66143889,15.70064282,8.260025382,11.37092833,-4.608660182,9.962289436,-23.62634997,-20.26317094,8.721721147,10.0272409,12.71965317,8.637410642,9.533913686,2.817849198,0.987369791,3.121232393,0.667966584,0.859385969,97.54688838,-2.07802154,1.151234856
1991Q4,1.043734459,1.104640646,99.01981,-0.382680126,1.42326209,-0.174418649,0.377988221,0.363376086,1.574835697,1.487749255,10.02,0.173572889,1.292076437,10.125,-1.145,-0.125,-0.305,-18.84062936,0.996666667,-3.62995837,5.17,14.23,6.450277557,-1.872926484,0.064037135,0.191568355,0.62789861,-5.514655896,0.321180183,0.320981673,-1.403838236,9.2,-0.790822908,-0.565456445,1.54,12.17372441,4.169702421,2.69,-3039,0.083356493,0.543448894,3.245374485,-0.52834192,-0.566878522,-0.412858151,1.22,12.16,-0.436621046,-0.81994172,-2.111203947,2.6,0.120142138,-0.188857445,-4.269500493,0.11601287,-1.611128915,2.19789065,1.480973493,-0.2,-47.6,-5.2,28.3,30,41.6,-17.5,-0.110825694,-1.038074282,-2.029708634,-2.593350903,1.160816482,0.169066704,8.696483758,14.30600135,8.499539597,9.172647226,2.283004361,4.213404369,1.732224305,8.486377321,-9.464823531,-9.817263508,-9.772926674,-6.147921061,-3.772072676,-1.524082003,-1.904441609,2.775233856,1.247932489,1.156235902,98.19597585,-1.625317656,1.76553444
1992Q1,0,1.028703366,99.39834,1.130850291,1.884237549,0.370702966,0.313902431,-0.451948131,1.550418654,1.837825244,10.04,0.00722567,0.904917062,10.25,-1.18,-0.13,-0.29,7.277912182,0.53,-3.642366439,4.97,14.71,-7.167743686,0.193167651,-0.992223267,-0.489091024,-0.94743569,-0.139401585,0.086047105,0.086206151,3.609815098,9.3,-0.426936414,-0.623401032,1.17,-25.54376861,32.22568414,1.66,-1427,-0.654826443,0.123149817,4.437868719,-0.032002845,-0.024900399,-0.414569738,1.19,12,-1.281265867,0.134106241,1.040353817,2.5,1.037174987,-0.949674817,-3.232540548,0.470330218,-0.970933473,1.016491224,-1.335518893,2.5,-53.9,3.4,24.1,26,34.4,-21.3,-1.902722497,7.69616045,6.857277928,6.669207337,0.722181086,0.532424095,-0.463244245,4.843781309,-7.502463888,3.114403746,-0.833296631,0.58105916,-1.405887277,0.533086037,-2.144927661,1.824955522,-1.527453904,-1.325513175,-0.880701067,-0.495100879,-1.982265554,-0.025781674,1.354197184,1.175742075,98.34790505,-2.36272639,0.994026931
1992Q2,-0.434409937,0.968390357,98.92269,2.349288552,4.463339654,0.459332905,-0.599114218,1.294113979,0,0.583472874,9.04,-0.118084701,0.66551053,9.4375,-0.8775,-0.0575,-0.3075,7.612643806,0.926666667,0.243357125,4.72,15.38,9.200560547,1.165365281,3.624071274,1.729412849,2.533490443,5.096331806,0.474805707,0.474836975,0.904969503,9.8,-0.409237636,-0.303384704,1.5,47.70442918,-13.78183404,1.99,-3238,-1.039773313,0.33779163,0.641027836,-0.559925855,-0.532690926,-0.625095055,1.65,11.74,0.038326419,-0.28116698,4.81334527,2.4,-0.440356393,1.327033709,2.025434219,-0.290475982,-1.377053131,2.986265332,-1.353596705,0.8,-30.8,3.6,21.5,28.8,34.7,-14.7,1.346830923,2.229361003,5.37565802,2.951372223,-0.628785082,-0.605834298,9.132143149,8.581487989,7.610689007,8.300108427,0.611965442,-7.730408954,-7.599533575,-7.404500714,2.986348657,5.669230973,-18.1503741,3.792703895,4.519484434,4.915271289,-4.342155704,2.445629884,2.054277167,1.33687051,98.92350221,-2.22548337,-0.261074814
1992Q3,1.007362201,0.447067736,97.84576,-1.816200729,-0.922356831,-0.020370056,0.388723811,0.563612015,0,1.336918308,7.84,0.634911867,0.370917314,8.3125,1.0575,0.8575,0.2575,-2.059906087,1.21,-1.171152282,5.1,15.71,-6.484330146,-10.84659251,-11.17235062,-1.34280572,-1.977009015,0.498635479,0.594671694,0.594638509,-4.138456484,9.9,-0.375631384,0.476593997,1.49,17.50636387,-11.96022014,2.33,-1054,0.50718621,0.809735613,-1.286191364,-1.466296648,-1.488172748,-0.689141304,2.35,11.32,0.646929878,0.172726429,-9.944376559,2.1,-3.518941936,0.375940425,-1.722530629,0.455810418,0.43566107,0.095892619,1.680097958,-7.8,-58.2,-24.9,16.7,22.3,47.9,-24.2,-4.779467234,-7.604826606,-4.788300522,-1.840672891,-0.009647935,-0.21039868,-2.763154522,1.85084028,4.054072187,-0.979700031,0.008619721,2.862979351,12.33371172,5.980270552,-12.34440293,-6.118292149,0.810018943,-0.254491494,2.475456151,3.103642451,0.510748078,1.564129262,1.096086432,0.6214517,98.32440763,-2.645699608,-0.244757997
1992Q4,0.529815804,0.590541434,98.56349,3.71022841,1.224627182,0.459015533,-2.523822771,0.083903844,0,0.865880135,6.41,0.694152318,0.683841995,6.5313,2.4187,1.8987,1.0087,-12.26885067,1.7,-4.734982128,4.47,17.67,-16.66362694,-1.363585422,-12.57463761,-12.38795634,-12.32589516,13.1970326,-0.382428056,-0.382482187,1.213327277,10.3,-0.680502184,1.336885686,1.183333333,-37.33930374,20.32784311,2.17,-287,0.280662547,0.155286495,-2.125999943,-0.502093105,-0.339400436,-1.759220377,3.34,10.34,1.239393627,0.533616412,9.473100318,4,-0.232819815,-0.375940425,2.860871917,0.034872563,-1.855162775,0.446287022,1.366927834,-8.5,-65.1,-18.9,16.2,25.5,56,-23.2,3.056333473,7.131265106,-6.424631552,-4.919990165,0.887305127,2.767980952,-8.870185837,-3.094252582,92.81135806,-2.063063771,0.418158571,4.681857756,-31.04639482,14.62847179,13.1084211,17.74503007,11.05551437,12.26649458,12.3501857,4.664836172,-4.537845723,-12.01599384,1.586808899,0.327376702,98.22342151,-2.290231965,0.573791829
1993Q1,0.268830749,-0.236664016,99.95486,1.44369307,1.05696893,-0.920147739,2.438802897,0.837599837,1.526747213,0.106118821,5.58,0.720758016,0.575307618,5.5313,3.0987,2.5287,1.5287,4.652001563,1.693333333,-0.654482693,4.15,20.38,0.284363515,-0.071864897,-8.12852011,-1.927317247,-2.973175092,4.459088333,0.180695987,0.180681405,4.710958355,10.4,-0.213362916,-0.715346011,0.22,-22.49014404,-13.71191299,2.37,-1022,2.231090951,0.635839054,5.310982531,0.418585793,0.072219039,1.458106028,2.82,8.76,0.474009264,-0.734132349,7.00165594,3.9,0.904624818,2.050398121,2.623040492,0.520122108,1.15544093,0.539255899,0.889210859,-4.9,-54.5,-15,15.5,35.5,49.7,-21.6,2.640416854,19.87988455,-6.698674792,7.805402496,0.548435276,1.262643482,-4.047659182,-0.473983371,-0.267242424,-2.799340818,-0.404776376,-0.488770902,-4.019041263,-1.789232006,12.71806387,8.208008805,-2.457253153,2.62967324,2.103715907,4.565666822,0.465374801,-0.265233375,0.893194738,-0.499731581,99.15266484,-1.954324227,1.226447277
1993Q2,0.32759249,0.469344318,100.8213,-1.295876924,-0.914088467,-0.904595934,-0.565554683,0.358550542,0,0.941630519,5.52,0.494539705,0.793173418,5.3438,2.8762,2.6062,1.8062,-7.033066433,1.493333333,2.712707014,3.9,21.72,-1.684853228,3.724022218,-8.370774407,2.095156283,3.133057059,2.616567195,-0.008929425,-0.00881715,-9.071930247,10.2,0.043499754,0.704820447,0.053333333,-32.42298732,-18.28781401,2.34,1023,9.820878665,0.595369816,2.934573514,-0.054498884,0.140041187,0.120554566,2.46,8.4,-0.262534144,0.156013063,0.252924712,4.1,1.268015943,0.735297339,1.775087359,0.732075995,-1.958510064,0.221204036,-0.10628875,-7,-38.5,-6.9,15.4,36.9,27.4,-23.1,-0.435314712,-27.01114965,-4.176235661,-14.15269373,0.096170792,-0.34208127,6.470248463,5.001617858,-2.701880311,5.517111469,-0.365131339,-6.307746425,-4.755562944,5.701284391,6.236903876,4.033011477,0.914239964,1.46231977,1.908699202,0.462395572,-1.178708187,0.624676029,0.529332508,0.545839295,99.66183003,-2.44997782,0.377229761
1993Q3,1.054872502,0.788094471,101.484,1.61198388,2.141305763,1.141383234,0.115224515,1.747757164,1.503787736,0.94533686,5.44,0.78474539,0.70956005,5.2188,2.1112,1.9712,1.3712,-1.154080899,1.306666667,-1.04151359,3.73,22.21,0.402145314,-1.363727938,-0.675682489,1.076599884,0.740721455,6.189319881,0.482793533,0.482781652,2.677063108,10.1,0.09089293,0.743196909,0.81,-0.845102524,-6.088888839,2.22,-8,0.680906376,0.903475199,3.881084109,0.225069976,0.32177512,1.108293507,2.19,8.18,1.113439617,0.074603937,3.753727638,3.7,0.653663197,0.182982645,3.648946299,0.20400231,0.261216889,0.409513868,-1.212568399,-5.5,-25.5,-3.5,15,34.5,24.5,-16,5.515688365,14.45162299,-9.967145059,0.783296183,0.660716709,0.346606451,5.706229509,13.52176893,1.802417022,-5.2540307,2.332403659,2.01728858,6.059264033,7.460131144,7.010524164,5.924748834,4.003655861,4.929683992,5.715681272,4.586223843,1.927610366,0.113534329,0.871844688,0.883041641,99.93570616,-2.3111307,0.364100564
1993Q4,1.295872375,0.548271369,101.89,2.629056373,1.299362502,-0.081704914,2.144415858,0.609496113,0,0.763109211,4.88,0.661530503,0.344168,5,1.48,1.19,0.78,-26.79515215,1.806666667,-1.697926167,3.49,24.82,-1.245178464,3.261867786,3.93154636,-0.078457411,-0.366614122,11.74005422,1.270418419,1.270438247,10.38498033,10,0.015799036,3.048821749,1.766666667,25.2339141,0.373716982,1.72,-580,0.749803771,0.383021503,4.858098103,0.264354026,0.05493693,0.564385874,2.67,7.98,1.718063737,0.743432544,5.52824236,3.4,-0.412076963,1.090919948,2.467713198,0.062288498,-0.220455264,0.658000166,-0.611842854,-14.7,-28.4,-11.6,12.8,37.9,25.7,-22.4,6.782289535,19.20773185,5.972029936,10.01456639,-1.073171988,1.031268493,2.53225347,1.254874473,-4.069651342,1.617096872,0.98005072,4.663071225,2.782421789,2.474810887,5.530981138,9.921628472,12.59028008,11.38785863,12.8578895,4.857771848,-2.106741627,-0.674557383,0.873140762,0.578069837,100.1503268,-2.209311589,0.744851948
1994Q1,1.413009524,0.501952063,101.6768,3.982854349,2.53343977,-0.14314443,1.142415085,0.943945691,0,1.097083423,5.43,1.168845758,0.485751686,4.9063,2.6937,2.7837,2.4637,0.529702336,0.483333333,0.053532301,3.57,20.6,0.472973855,-2.926963466,-8.066030196,0.370621893,-0.324964264,-6.432620135,1.178626264,1.178488742,3.716806916,9.6,0.346948779,2.256047462,0.003333333,31.15818993,-12.66239127,1.08,-744,2.335960982,0.889899767,4.499736593,-0.086833827,-0.169133233,0.796581879,2.27,7.58,0.565620429,0.723824355,6.787829216,3.3,-0.906941062,0.720723923,3.93527778,1.81277819,-0.31884166,0.405174298,1.817414052,-17.6,-34.3,-16,19.4,39.6,31.2,-26.1,2.004859989,5.653187291,11.94157585,5.493290808,1.049409415,0.107913118,9.340989731,1.492511212,2.404604236,6.342169394,-1.037345487,-0.162847541,-21.11680569,-1.387974919,2.185528938,-1.018017369,-7.376527408,-8.106110138,-9.207224901,-7.313977708,0.959079505,0.626525901,0.648221545,0.601459663,100.4883618,-2.117013835,-0.224283397
1994Q2,2.10613631,0.739465845,101.5161,0.465072926,0.87687807,1.496253499,-2.092263311,0.259957439,0,0.651706921,5.79,1.160192228,0.471452085,4.9375,3.3225,3.8925,3.6125,27.53420962,0.553333333,-0.401484673,3.94,17.85,4.00370556,-0.530132995,-0.275528462,-1.503013052,-0.650023083,-5.546806043,0.18758036,0.187656807,13.13666032,9.4,0.169094989,-1.128791723,-1.14,-12.1403288,7.940170021,1.26,4083,1.023574754,1.267523479,5.322476124,0.180818797,0.194478563,0.381288041,2.42,7.57,1.118224911,-0.853861729,-7.033851877,2.4,0.132263054,0.358423278,2.443253232,2.017827885,0.452646511,-0.436409599,2.94262506,-11.3,-29.5,-10.5,16.1,36.6,17.5,-19.5,16.2754839,0.511934504,10.64295008,7.712626258,0.857009083,3.133268798,5.467678462,3.575658552,3.067565713,4.715961689,0.649572337,-6.567226409,7.35005507,2.619361663,-7.000237203,-9.461485012,-5.730840228,-6.484415879,-4.625303637,-4.114495404,-0.13327412,4.30806387,1.298061398,0.617057548,100.5137442,-1.997894578,0.892038333
1994Q3,0.717049215,0.492591017,101.7911,2.758239144,-0.531911924,-0.095805572,0.693183451,0.875272798,0,1.122337175,6.87,1.136335671,0.43184212,5.6563,2.6337,3.3437,3.0937,-4.213613365,0.506666667,0.283429155,3.86,17.62,2.140009909,-0.477963692,3.0007116,-1.015735622,-1.629649538,4.351238159,0.437460474,0.437327927,7.804950015,9.1,0.423447016,0.645620596,-1.286666667,-7.102317469,-9.916151905,1.22,2913,1.632545507,0.341399796,8.363442148,0.70208573,0.820245624,1.798714001,1.67,7.5,1.360479894,0.521453946,0.629373957,2.9,1.803627014,1.42098305,0.998484306,1.116767061,-0.089413875,-0.031245152,2.535923238,-8.5,-21.5,-7,11.2,35.2,19.3,-18.8,14.96657999,0.509326958,8.741165366,3.842721649,-0.186855432,1.634759612,7.133679386,2.930512943,2.11771428,5.516076273,-0.431289285,4.87664846,-69.52694544,4.678155993,1.85594361,2.336220505,3.116464529,3.314475634,4.875177083,0.197330302,1.893495585,2.246733554,1.040578727,0.427953615,101.1432738,-1.323996187,0.075347024
1994Q4,1.226556623,0.876676725,101.727,2.739373374,4.049910567,-0.347012005,0.557995577,0.555106646,1.481508579,1.086055794,7.08,0.604684066,0.354171133,6.1875,2.0125,2.7025,2.4525,-3.034213347,0.626666667,0.385048955,4.08,17.36,-0.731671786,-0.212289265,-0.229033617,1.232275042,1.099736152,1.588453359,1.075356756,1.075495827,0.821594211,8.7,0.160284637,-0.397506421,-0.776666667,10.58113603,14.211159,1.37,3597,1.123672408,0.869722663,7.932688803,0.268725864,0.234319535,-0.201467905,1.31,7.85,1.032213139,-0.013197133,-2.66093179,1.9,-0.073305331,-0.530505157,-0.314235097,0.809504486,0.183911925,1.303961321,2.905677108,-15.2,-30,-17.4,16.9,44.7,19.5,-23.6,-10.48996102,6.633650172,16.32344947,13.43997464,1.249541291,-0.120569234,-0.102611308,4.212922922,-0.341468646,1.194517093,-0.756784808,2.894017605,-14.28144195,-9.527141084,-3.808240416,0.200097257,2.301757184,1.039673308,2.105922647,0.992334919,-0.964285359,2.273072572,0.701635789,0.780744902,101.541725,-1.840668506,0.894769585
1995Q1,-0.985592651,1.196410948,101.3435,4.3857614,-1.545386511,1.035774207,-1.33931388,0.127884556,0,0.830503864,6.9,0.423677041,1.15866786,6.1875,2.0025,2.4925,2.1925,10.23986475,0.363333333,-3.155766168,4.2,16.24,3.48270492,-5.259906171,-10.60368191,-2.093414707,-1.866047592,2.372305409,1.030496199,1.03056331,1.058922819,8.7,0.27306434,3.146787755,-0.38,-28.29525499,-0.954299758,1.68,-1049,1.09979342,-1.181716226,-0.538504263,-0.064428379,0.029251374,0.172711615,1.56,8.17,0.950484776,0.454572905,-0.469899332,2.5,-0.098056079,-0.355240286,-0.452132612,-0.204877164,-0.352867661,-0.596948317,-2.946072935,-7.3,-29.2,-13.3,18,40.5,18.7,-21.6,0.153481707,9.876217171,-2.462192855,1.89004708,1.288760786,2.224543812,6.324909859,1.106114024,7.068158565,4.79183101,3.513104442,0.367394213,-11.98903667,9.575348478,-1.696619918,-1.934762374,1.909732089,1.36319588,3.776880787,1.481593003,-1.710202704,0.008699687,0.631645326,1.209960943,101.7689421,-0.890712267,0.748515859
1995Q2,0.89389159,0.829509766,100.8929,-1.200420741,3.543035123,0.376723621,0.161521271,0.626208888,1.459879942,0.444052208,6.96,0.36893534,0.541696177,6.3125,1.9875,2.3275,1.8575,-8.106287934,0.163333333,0.525942724,3.97,15.87,-1.67914393,-1.479279827,-4.015547644,-3.411183451,-2.769975702,6.407389813,1.510592351,1.510575771,-5.065889799,8.5,0.388802978,-0.563678762,-0.283333333,-11.63330731,-5.166266781,2.02,3136,0.056950853,1.568836544,5.0537069,0.407347094,0.54584606,0.344530918,1.35,8.25,-0.219749915,0.67895889,6.010101221,1.8,0.324215097,-0.356506572,-0.079070147,0.548958813,0.965386357,0.237459298,1.364387171,2.1,-36.1,-7.4,17.9,27.2,11.6,-10.7,-5.760958643,-11.47368104,1.049114048,-4.437453926,0.837247427,-0.372676089,-0.833051324,6.399392702,0.018745899,1.431338583,-0.451258544,-8.013821227,-24.1705791,0.549413683,6.716751864,4.494670392,5.944083161,5.255988164,6.470819698,2.997772952,-0.31411289,3.891998908,-0.028729661,1.012626995,101.3128995,-2.093799377,0.874820308
1995Q3,0.366300776,0.711014355,100.4353,3.419640644,2.190125058,-0.251547314,0.747301602,0.624002296,0,0.395234231,6.44,0.919863439,0.672255429,6.5625,1.7275,1.7275,1.0775,0,0.536666667,-1.252520747,3.83,16.25,-0.723842657,0.896866998,15.79907343,0.391943188,0.182090185,7.721301929,1.738237957,1.73827938,-2.501133682,8.4,0.317694274,3.721449936,0.07,2.655079609,-20.60524821,1.88,4607,0.748727264,0.742717523,-1.135789184,0.014262792,0.083073733,1.168270874,1.71,8.48,0.85178612,1.365660804,6.053983966,1.7,1.146504402,0.534284545,0.515465068,-0.418962145,0.307211669,-0.148345981,1.660117156,-0.2,-26,-5.4,14.4,31.1,17,-12.5,-3.303334467,-3.690478652,-0.570886557,-1.614390151,2.064396809,-0.3130951,1.55175956,0.880818814,-1.644183311,1.132960382,0.0262716,5.859214537,45.47060699,-5.891326262,7.04882278,9.45355331,7.798743998,6.528025512,6.894865571,1.254653159,0.694213963,-0.299854261,0.660139144,0.68496666,100.8505553,-2.078020613,1.19001257
