INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,GM_RA_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT
201705,430135,3 PIECE NON-LEATHER SUITE,2,1,117.825,115.177,115.177,0.9,1.3,0.75
201705,610227,"CAR MOT TEST FEE, VAT EXEMPT",2,1,99.883,99.723,99.723,0.98,0.8,0.77
201705,430356,DISH WASHER 12-15 PLACE SET,2,1,101.134,100.342,100.342,0.21,0.18,0.18
201705,430228,BATH SHEET,2,1,109.044,107.239,107.239,1.19,0.6,1.02
201705,210111,WHITE SLICED LOAF BRANDED 750G,1,1,102.769,103.014,102.769,0.9,1.16,0.72
201705,630373,JIGSAW MINIMUM 100 PIECES,2,1,99.233,97.876,97.876,0.63,0.18,0.48
201705,610207,MOTOR-CAR SPARE PARTS,2,0,100.359,100.355,100.355,1.2,0.8,0.96
201705,211808,CHILLED POT DESSERT 125-200G,1,1,103.817,103.492,103.817,0.72,0.8,0.54
201705,510130,MENS 3/4 TO FULL LENGTH COAT,2,1,106.487,99.681,99.681,1.1,0.48,0.88
201705,510109,MEN'S FORMAL SHIRT-LONG SLEEVE,2,1,118.12,110.593,110.593,1.1,0.56,0.88
201705,630348,WATERSPORTS EQUIPMENT,2,0,99.829,99.292,99.292,1.2,0.27,1.04
201705,211105,FRESH FISH-SALMON FILLETS-KG,1,1,109.716,111.602,109.716,0.8,0.88,0.6
201705,440301,POSTAGE CHARGES,1,0,101.709,101.709,101.709,1,1,1
201705,212226,CHOCOLATE 12,1,1,102.914,102.718,102.914,0.39,1.1,0.3
201705,410621,VARNISH-CLEAR GLOSS-750ML-1LTR,1,1,101.134,100.785,101.134,0.05,0.18,0.05
201705,220117,BOTTLED MINERAL WATER,1,1,100.784,100.573,100.784,0.88,1.16,0.7
201705,430505,ALUMINIUM COOKING FOIL 300MM,1,1,94.524,95.077,94.524,0.2,0.44,0.16
201705,212937,CHILLED READY MEAL-FISH/VEG,1,1,101.029,101.107,101.029,0.42,1.32,0.28
201705,630233,BLU RAY DISC (FILM) FROM CHART,2,2,108.37,104.825,104.825,0.28,0.14,0.28
201705,610239,EXHAUST FITTING FAST FIT CENT,2,1,104.824,104.058,104.058,2,0.96,1.6
201705,310112,BOTTLE OF LAGER IN NIGHTCLUB,1,1,100.352,99.814,100.352,1.76,1.14,1.4
201705,220128,RESTAURANT MAIN COURSE,1,1,101.326,101.382,101.326,5.28,4.93,4.2
201705,630345,GOLF BALLS PRICE PER BALL,1,1,102.315,102.012,102.315,0.48,0.27,0.48
201705,320108,CIGARETTES 8,1,1,103.389,103.387,103.389,3.22,3.2,2.52
201705,630127,PERSONAL COMPUTERS (CPI),2,0,108.412,107.994,107.994,0.42,0.24,0.3
201705,510128,MEN'S BRANDED SPORT SWEATSHIRT,2,1,101.49,98.996,98.996,0.55,0.4,0.44
201705,610221,WINDSCREEN WIPER BLADES,2,1,97.887,97.221,97.221,1,0.64,0.8
201705,211023,COOKED HAM PREPACKED SLICED,1,1,104.655,103.954,104.655,2.4,1.14,1.92
201705,440240,BASIC WILL FOR A SINGLE PERSON,2,2,103.3,102.853,102.853,1.08,0.22,0.9
201705,220212,STAFF RESTAURANT SANDWICH,1,1,99.153,100.111,99.153,1.6,0.45,1.4
201705,430138,HOME OFFICE DESK,2,1,104.18,103.64,103.64,0.36,0.52,0.3
201705,430227,LAMINATE FLOORING PER SQ M,2,2,105.944,103.758,103.758,0.32,0.7,0.24
201705,640303,FOREIGN HOLIDAYS-INSURANCE,2,0,95.37,95.019,95.019,0.28,0.8,0.21
201705,520245,ANTIHISTAMINE ALLERGY TABLETS,1,1,94.946,95.217,94.946,0.91,0.3,0.78
201705,212910,CANNED SOUP-390-425G,1,1,116.838,117.362,116.838,0.36,0.66,0.24
201705,620302,TAXI FARES,2,0,100.023,100.023,100.023,1.8,1.19,1.5
201705,212940,PROTEIN POWDER 900G-2KG,1,1,104.279,106.61,104.279,0.12,0.22,0.08
201705,430419,STAINLESS STEEL CUTLERY SET,2,1,103.244,102.512,102.512,0.3,0.2,0.2
201705,510117,MEN'S FORMAL RDY-MADE TROUSERS,2,1,114.454,108.815,108.815,0.55,0.24,0.44
201705,520131,GENT'S WATCH- ANALOGUE FACE,2,1,104.909,103.726,103.726,1.8,0.54,1.4
201705,212717,APPLES-DESSERT-PER KG,1,1,104.915,105.26,104.915,0.81,0.77,0.63
201705,410115,PRIVATE RENTED PROPERTY,2,0,100.576,100.345,100.345,41.18,51.24,32.48
201705,220214,STAFF RESTAURANT MAIN COURSE,1,1,102.259,102.275,102.259,1.6,0.45,1.4
201705,420101,COAL-HOUSEHOLD BEST QUAL 50KG,1,1,99.435,99.402,99.435,0.69,0.69,0.69
201705,630225,MUSIC DOWNLOADS,1,0,114.242,117.75,117.75,0.68,0.34,0.68
201705,630365,CRAFT KIT FOR CHILD 5 YRS+,2,1,105.315,104.089,104.089,1.26,0.36,0.96
201705,220325,VENDING MACHINE - SOFT DRINK,1,1,101.15,101.103,101.15,0.88,0.32,0.7
201705,510120,MEN'S JUMPER OR SWEATSHIRT,2,1,106.02,100.39,100.39,1.1,0.48,0.88
201705,212533,VEGETABLE STIR FRY FRESH PACK,1,1,100.252,100.579,100.252,0.39,0.42,0.3
201705,510257,WOMENS BLOUSE / SHIRT 2,2,1,115.084,107.5,107.5,0.55,0.45,0.44
201705,420103,SMOKELESS FUEL 50KG,1,1,98.621,98.598,98.621,0.31,0.31,0.31
201705,630518,CUT FLOWERS-CARNATIONS-STEM,1,1,101.476,101.261,101.476,1.85,1.74,1.48
201705,220323,KEBAB- TAKEAWAY,1,1,101.002,101.067,101.002,1.76,1.28,1.4
201705,440113,WINDOW-CLEAN 3-BED SEMI,2,1,101.426,101.268,101.268,0.96,0.9,0.72
201705,210321,PACK OF 5-6 INDIVIDUAL CAKES,1,1,98.626,98.654,98.626,0.9,0.96,0.72
201705,440116,WASHING MACHINE REPAIR,2,1,100.499,100.38,100.38,0.5,0.15,0.5
201705,210808,BACON-BACK-PER KG,1,1,98.719,99.018,98.719,1.6,0.76,1.28
201705,210114,CHILLED GARLIC BREAD,1,1,104.079,103.879,104.079,0.75,0.88,0.6
201705,510340,GIRLS FASHION TOP 12-13 YEARS,2,1,122.719,108.89,108.89,1.1,0.5,0.88
201705,430235,FLOOR RUG STATE SIZE & MATERIA,2,2,99.326,97.562,97.562,0.92,1.5,0.69
201705,610110,CARAVANS,1,0,100.448,100.597,100.597,7.8,1.84,6.76
201705,212518,FRESH VEG-CARROTS-PER KG,1,1,101.05,101.252,101.05,0.39,0.42,0.3
201705,212807,CANNED FRUIT-400-450G,1,1,104.126,103.697,104.126,0.36,0.32,0.28
201705,212729,BLUEBERRIES PUNNET PER KG,1,1,89.213,90.552,89.213,0.54,0.49,0.42
201705,520324,RESIDENTIAL HOME,2,1,101.901,101.826,101.826,3.52,0.14,2.86
201705,440105,DRIVING LESSON 1 HOUR,1,1,101.216,101.22,101.216,0.7,0.9,0.55
201705,430216,DUVET COVER,2,1,105.588,103.157,103.157,1.19,0.5,1.02
201705,430361,WASHING MACH NO DRYER MAX 1800,2,1,100.311,99.602,99.602,1.47,0.96,1.26
201705,310429,GIN BOTTLE 70CL-1LTR,1,1,100.326,100.386,100.326,0.6,0.56,0.5
201705,630407,SUNDAY NEWSPAPERS,1,0,100,100,100,0.44,0.42,0.33
201705,630359,DIGITAL DEVELOPMENT PER PRINT,2,2,108.577,107.533,107.533,0.88,0.36,0.72
201705,510208,WOMEN'S FORMAL JACKET,2,1,124.224,112.351,112.351,1.1,0.75,0.88
201705,630507,HOUSEPLANT,1,1,100.318,99.398,100.318,0.4,0.36,0.32
201705,610102,2-YEAR-OLD SECOND-HAND CAR,1,0,99.833,99.833,99.833,9,12.42,7
201705,430518,REFUSE SACK FROM PACK OF 10-20,1,1,98.201,98.163,98.201,0.3,0.44,0.24
201705,212015,FIZZY ENERGY DRINK 250-500ML,1,1,95.363,95.041,95.363,1.17,0.96,0.91
201705,520109,LADIES HAND/SHLDER BAG,2,1,104.978,103.163,103.163,1.65,0.72,1.32
201705,510118,MEN'S CASUAL TROUSERS,2,1,104.653,102.669,102.669,1.1,0.56,0.88
201705,212224,"SWEETS, NOT CHOC, 150-250G BAG",1,1,95.773,96.117,95.773,0.78,1.21,0.6
201705,212939,CHILLED PIZZA EACH 300-600G,1,1,108.74,108.729,108.74,0.9,1.32,0.72
201705,310427,RUM WHITE EG BACARDI 70CL BOTT,1,1,102.404,102.705,102.404,0.6,0.56,0.5
201705,640305,FOREIGN HOLIDAYS-SELF CATERING,2,0,101.886,101.716,101.716,10.15,12,8.12
201705,640124,TV LICENCE,1,0,101.031,101.031,101.031,4.18,6.84,3.42
201705,430413,GAS FIRE,2,2,101.556,101.503,101.503,0.63,0.2,0.54
201705,610212,CAR BATTERY,2,1,103.184,102.844,102.844,0.95,0.64,0.76
201705,510219,WOMEN'S CASUAL OUTER JACKET,2,1,111.735,100.791,100.791,1.65,1.05,1.32
201705,430357,SMART PHONE HANDSETS,2,0,97.259,96.302,96.302,0.24,0.78,0.2
201705,520139,DAILY DISPOSABLE SOFT LENSES,2,1,100.55,100.52,100.52,1.75,1.17,1.4
201705,510533,WOMENS SHOE,2,1,107.598,104.742,104.742,1.54,0.8,1.26
201705,430409,SCISSORS - HOUSEHOLD,2,1,102.733,102.417,102.417,0.84,0.6,0.56
201705,440208,HOUSE CONTENTS INSURANCE,2,0,102.446,101.726,101.726,1.5,3.3,1.5
201705,430617,ANIMAL CAGE (E.G FOR GERBIL),2,1,91.664,90.772,90.772,0.4,0.72,0.35
201705,211407,MARGARINE/LOW FAT SPREAD-500G,1,1,97.889,98.734,97.889,0.76,0.52,0.76
201705,520325,NURSING HOME,2,1,101.589,101.518,101.518,3.2,0.14,2.4
201705,220111,BURGER IN BUN-EAT IN,1,1,101.694,101.495,101.694,4.4,4.93,3.5
201705,430234,CARPET TUFTED MIN 80% WOOL FIB,2,2,101.521,100.619,100.619,0.92,1.5,0.69
201705,510245,WOMENS DRESS -CASUAL/FORMAL,2,1,123.181,113.437,113.437,1.65,0.9,1.32
201705,640309,FOREIGN HOLIDAYS-COACH HOLIDAY,2,0,102.64,102.575,102.575,0.7,0.8,0.56
201705,430513,DRYCELL BATTERY-PACK OF 4,1,1,101.973,102.067,101.973,0.85,0.55,0.68
201705,520323,FULL LEG WAX (BOTH LEGS),2,1,100.111,100.059,100.059,0.64,0.56,0.48
201705,212730,FRUIT FRESH SNACKING 150-350G,1,1,100.021,98.387,100.021,0.18,0.21,0.14
201705,630438,EBOOKS,1,2,162.794,132.574,132.574,0.27,0.3,0.27
201705,310220,SPEC'Y BEER BOTT 500ML 4-5.5,1,1,101.207,101.108,101.207,0.25,0.2,0.2
201705,520251,COUGH LIQUID BOTTLE 150-200MLS,1,1,104.846,105.103,104.846,0.84,0.3,0.72
201705,210319,DOUGHNUT-EACH,1,1,102.229,102.008,102.229,0.75,0.84,0.6
201705,440104,DRY CLEANING-MAN'S SUIT,1,1,100.67,100.675,100.67,0.83,0.45,0.83
201705,212534,SWEET POTATO PER KG,1,1,101.188,101.474,101.188,0.26,0.42,0.2
201705,210106,SIX BREAD ROLLS-WHITE/BROWN,1,1,101.243,101.208,101.243,0.6,0.68,0.48
201705,212222,CHOCOLATE 10,1,1,100.786,100.566,100.786,1.69,1.32,1.3
201705,510131,MENS CASUAL SHIRT,2,1,106.501,101.729,101.729,0.55,0.4,0.44
201705,520327,NHS DENTAL CHARGES,1,0,104.515,104.515,104.515,1.5,1.54,1
201705,440251,OPEN UNIVERSITY FEES,1,0,100,100,100,0,0,0
201705,520246,LIP GLOSS,2,1,98.878,98.338,98.338,0.96,0.6,0.76
201705,510501,MENS SHOE FORMAL STYLE,2,1,101.507,99.563,99.563,0.44,0.4,0.36
201705,212202,MINTS,1,1,101.314,101.219,101.314,0.13,0.11,0.1
201705,211709,SHOP MILK-WHOLE MILK-4PT/2LTR,1,1,100.229,100.195,100.229,0.72,0.48,0.54
201705,510535,CANVAS FASHION ADULT SHOE/TRAI,2,1,114.969,110.07,110.07,0.66,0.64,0.54
201705,220305,TEA -TAKE-AWAY,1,1,101.832,101.752,101.832,0.88,0.32,0.7
201705,440257,HOUSEHLD SERVICES MAINT POLICY,2,0,100.978,100.745,100.745,0.5,1.1,0.5
201705,210905,FRESH/CHILLED CHICKEN  PER KG,1,1,97.085,97.283,97.085,0.6,0.54,0.48
201705,630505,GARDEN SPADE,2,1,105.167,102.254,102.254,0.5,0.6,0.4
201705,212001,"FRUIT SQUASH, 750ML - 1.5LT",1,1,95.834,96.259,95.834,0.99,0.8,0.77
201705,210215,CEREAL BAR,1,1,120.982,122.926,120.982,0.45,0.3,0.36
201705,640211,HISTORIC MONUMENTS - ADMISSION,1,0,107.154,107.154,107.154,0.66,0.16,0.54
201705,620313,ROAD TOLLS,1,0,100,100,100,0.7,0.68,0.55
201705,510344,GIRLS TROUSERS NOT DENIM 5-13,2,1,114.359,109.438,109.438,1.1,0.5,0.88
201705,430211,DUVET-DOUBLE TOG 10-13.5,2,1,106.591,105.067,105.067,1.12,0.5,0.96
201705,210802,BACON-GAMMON-PER KG,1,1,99.662,99.491,99.662,0.6,0.24,0.48
201705,320125,CIGARETTES 21,1,1,108.24,108.247,108.24,4.6,4.6,3.6
201705,310421,RED WINE- EUROPEAN 75CL,1,1,97.211,96.829,97.211,1.08,1.12,0.84
201705,310109,LAGER - PINT 3.4-4.2%,1,1,101.772,101.791,101.772,5.28,5.13,4.2
201705,430127,CHEST OF DRAWERS,2,1,111.076,109.934,109.934,0.9,1.3,0.75
201705,510433,MENS BASE LAYER TOP LONG/SHORT,2,1,103.547,99.374,99.374,0.55,0.25,0.44
201705,510330,BABYGRO OR SLEEPSUIT,2,1,104.988,103.173,103.173,0.55,0.45,0.44
201705,213001,COFFEE: GROUND: FILTER FINE,1,1,100.224,100.073,100.224,0.27,0.3,0.27
201705,410629,WALLPAPER PER ROLL,1,1,102.521,102.687,102.521,0.13,0.48,0.13
201705,220321,TAKEAWAY COFFEE LATTE,1,1,102.145,102.18,102.145,0.88,0.32,0.7
201705,212709,ORANGES-CLASS 1-EACH,1,1,100.972,100.85,100.972,0.27,0.28,0.21
201705,510534,WALKING/HIKING BOOT,2,1,103.962,101.776,101.776,0.88,0.88,0.72
201705,220125,FRUIT JUICE BOTTLE 250-350ML,1,1,101.398,101.349,101.398,0.88,1.16,0.7
201705,440131,WATCH BATTERY REPLACEMENT,2,1,103.824,103.489,103.489,0.63,0.15,0.49
201705,211509,HARD REGIONAL CHEESE PER KG,1,1,101.493,101.725,101.493,0.24,0.24,0.18
201705,630408,NATIONAL DAILY NEWSPAPERS,1,0,102.488,102.488,102.488,1.44,1.38,1.08
201705,440231,PASSPORT FEES,1,0,100,100,100,0.24,0.22,0.2
201705,630234,COMPUTER SOFTWARE,2,0,111.525,106.509,106.509,1.12,0.22,0.8
201705,211207,"CANNED FISH, TUNA, 130G-200G",1,1,108.038,107.744,108.038,0.92,0.96,0.69
201705,440126,WEEKLY NANNY FEES,2,1,100.401,100.272,100.272,5.28,2.4,3.96
201705,640403,YOUTH HOSTEL ASSOCIATION,1,0,103.836,103.836,103.836,0.9,0.11,0.72
201705,420404,BUTANE GAS,1,0,100.433,100.511,100.511,0.3,0.4,0.24
201705,410108,RSL RENTS,1,2,99.197,99.197,99.197,17.04,21,13.44
201705,630232,INTERNET BLU-RAY DISC,1,0,105.4,106.43,106.43,0.12,0.06,0.12
201705,310419,WHITE WINE- EUROPEAN 75CL,1,1,102.59,102.553,102.59,1.26,1.4,0.98
201705,630435,BOOK - FICTION - HARD COVER,2,2,95.068,89.873,89.873,0.3,0.18,0.3
201705,220320,TAKEAWAY SOFT DRINK,1,1,100.6,100.629,100.6,0.88,0.32,0.7
201705,520248,CONDITIONER FOR HAIR,1,1,98.374,98.324,98.374,0.48,0.3,0.38
201705,310302,VODKA (PER NIP) SPECIFY ML,1,1,102.162,102.21,102.162,3.52,4.94,2.8
201705,410625,SCREWDRIVER,2,1,102.548,102.204,102.204,0.4,0.3,0.32
201705,320115,CIGARETTES 15,1,1,101.319,101.266,101.319,7.13,7,5.58
201705,520136,PHOTO FRAME,2,1,105.111,103.283,103.283,0.9,0.63,0.72
201705,440202,ESTATE AGENT FEES (PERCENTAGE),1,0,98.675,98.675,98.675,0,2.2,0
201705,210212,BASMATI RICE 500G-1KG,1,1,104.398,103.962,104.398,0.3,0.45,0.24
201705,640407,CPI ACCOMODATION SERVICE PROXY,1,0,100.839,100.839,100.839,16.2,0,12.96
201705,430351,ELECTRIC HAIR STYLING APP,2,1,106.254,103.576,103.576,0.72,0.3,0.57
201705,220326,TAKEAWAY CHICKEN & CHIPS,1,1,101.054,101.188,101.054,1.76,1.28,1.4
201705,410112,IMPUTED RENTS - WALES,1,0,100.212,100.212,100.212,0,0,5.22
201705,520123,EARRINGS- FASHION,2,1,110.942,106.644,106.644,0.63,0.18,0.49
201705,220316,PIZZA TAKEAWAY OR DELIVERED,1,1,102.2,102.229,102.2,1.76,1.28,1.4
201705,510432,LADY'S SCARF,2,1,105.253,100.053,100.053,1.65,0.55,1.32
201705,510236,WOMEN'S TROUSERS-FORMAL,2,1,108.115,103.83,103.83,2.2,1.2,1.76
201705,210406,HOME KLD BEEF-RUMP/POPES STEAK,1,1,103.423,103.467,103.423,1,1.48,0.8
201705,520330,SELF PAY OPERATIONS,1,0,100.084,100.084,100.084,1.6,0.42,1.2
201705,630333,COMPUTER GAMES CONSOLE,1,0,108.362,108.362,108.362,2.73,0.54,2.08
201705,310217,LAGER 12-24 BOTTLE (250-300ML),1,1,97.609,97.942,97.609,1,0.8,0.8
201705,610232,CAR SERVICE- MAIN DEALER,2,1,101.753,101.476,101.476,2.25,0.96,1.8
201705,610409,VEHICLE EXCISE DUTY,1,0,111.814,111.814,111.814,7,6,5.5
201705,630425,BOOK-NON-FICTION-HARD-COVER,2,2,104.383,98.822,98.822,0.66,0.36,0.66
201705,640304,FOREIGN HOLIDAYS-LATE BOOKING,2,0,103.906,103.415,103.415,5.6,6.8,4.48
201705,211027,H K LIVER PER KG STATE TYPE,1,1,102.588,102.311,102.588,0.2,0.06,0.16
201705,220303,SANDWICH-TAKE-AWAY (COLD),1,1,101.376,101.243,101.376,3.52,2.56,2.8
201705,212718,PEARS-DESSERT-PER KG,1,1,106.288,109.004,106.288,0.27,0.28,0.21
201705,210113,WHOLEMEAL SLICED LOAF BRANDED,1,1,101.401,101.615,101.401,0.75,0.84,0.6
201705,520209,TOOTHPASTE (SPECIFY SIZE),1,1,93.374,91.994,93.374,1.68,0.9,1.33
201705,430515,PACKET OF ENVELOPES,1,1,101.487,101.867,101.487,0.52,0.44,0.39
201705,211024,CONTINENTAL SLICED DELI MEAT,1,1,96.506,100.908,96.506,1,0.42,0.8
201705,510132,MEN'S T-SHIRT SHORT SLEEVED,2,1,116.857,110.163,110.163,0.55,0.48,0.44
201705,510104,MENS JACKET/COAT,2,1,102.708,96.856,96.856,1.1,0.64,0.88
201705,210403,HOME KILLED BEEF-LEAN MINCE KG,1,1,98.968,99.157,98.968,0.8,1.32,0.64
201705,510402,MEN'S PANTS/BOXER SHORTS,2,1,107.489,105.446,105.446,0.55,0.45,0.44
201705,430139,KITCH WALL UNIT WIDTH 800-1000,2,1,100.895,100.13,100.13,1.44,2.34,1.2
201705,430509,HOUSEHOLD CLEANER CREAM/LIQUID,1,1,105.288,105.346,105.288,1.05,1.1,0.84
201705,520226,SHAMPOO-250-400ML,1,1,96.193,97.427,96.193,0.72,0.3,0.57
201705,640229,GOLF GREEN FEES,1,0,126.848,127.484,127.484,0.5,0.48,0.4
201705,220310,POTATO CRISPS-INDIVIDUAL PACK,1,1,100.968,100.97,100.968,0.88,0.96,0.7
201705,620303,SELF-DRIVE VAN HIRE,2,1,99.784,99.314,99.314,1.68,0.17,1.32
201705,510405,WOMEN'S NIGHTDRESS/PYJAMAS,2,1,102.107,98.548,98.548,1.1,0.45,0.88
201705,212211,CHOCOLATE 4,1,1,101.602,101.244,101.602,1.17,1.65,0.9
201705,212603,"BAKED BEANS, 400-420G TIN",1,1,113.177,110.853,113.177,0.39,0.54,0.3
201705,430529,BLEACH 750ML,1,1,101.932,102.145,101.932,1.05,1.1,0.84
201705,440239,UK UNIVERSITY TUITION FEES,2,0,100,100,100,9.9,4.62,7.65
201705,220210,SECONDARY SCHOOL- CAFETERIA,1,1,100.213,100.248,100.213,0.96,0.6,0.84
201705,520227,PAIN KILLER TABLETS-16-24 PACK,1,1,99.254,99.423,99.254,1.26,0.45,1.08
201705,520306,PRIVATE HEALTH CARE 2,1,0,102.873,102.873,102.873,0.42,0.7,0.42
201705,211211,FROZEN BREAD/BAT FISH 400-550G,1,1,101.197,101.18,101.197,0.16,0.18,0.12
201705,520331,BASIC MANICURE,2,1,101.838,101.537,101.537,0.8,0.7,0.6
201705,440230,UNI (INTL STUDENT) TUITION,1,0,100,100,100,3.74,0,2.89
201705,310219,STOUT - 4 CAN PACK,1,1,105.868,105.934,105.868,0.15,0.1,0.12
201705,430625,WILD BIRD SEED PACK 500G-2KG,1,1,96.634,98.41,96.634,0.24,0.24,0.21
201705,630353,CHILD'S TRIKE FOR UNDER 5'S,2,1,105.412,104.428,104.428,0.63,0.18,0.48
201705,410509,ELECTRICIAN-DAYTIME RATE/HOUR,2,1,99.667,99.525,99.525,0.22,1.98,0.22
201705,610113,NEW CARS,1,0,100.522,100.522,100.522,27,18.4,21
201705,310215,LAGER 4 BOTTLES- PREMIUM,1,1,104.093,104.334,104.093,2,1.6,1.6
201705,630224,INTERNET DVDS,1,0,91.784,90.378,90.378,0.56,0.26,0.56
201705,510206,WOMENS BLOUSE/SHIRT 1,2,1,118.076,108.249,108.249,0.55,0.45,0.44
201705,630426,BOOK-NON-FICTION-PAPER-BACK,1,2,98.103,97.55,98.103,0.75,0.48,0.75
201705,220107,PUB -HOT MEAL,1,1,101.877,101.943,101.877,5.28,4.93,4.2
201705,410611,DOOR HANDLE-PACK FOR ONE DOOR,2,1,100.713,99.657,99.657,1.65,0.96,1.32
201705,211101,FRESH WHITE FISH FILLETS KG,1,1,104.236,105.177,104.236,0.56,0.58,0.42
201705,520318,SLIMMING CLUBS,1,0,100,100,100,1.2,1.12,0.9
201705,630146,BLU-RAY PLAYER,2,1,104.454,103.893,103.893,0.08,0.06,0.06
201705,510516,MEN'S TRAINING SHOE-SPORTSWEAR,2,1,104.085,102.389,102.389,1.1,1.04,0.9
201705,430358,ELECTRIC HEATER -SEASONAL,2,1,93.274,92.19,92.19,0.77,0.3,0.66
201705,212217,CHEWING/BUBBLE GUM-SINGLE PK,1,1,102.361,102.473,102.361,0.13,0.33,0.1
201705,410405,SCOTTISH SEWERAGE CHARGE,1,0,101.581,101.581,101.581,0.6,0.65,0.5
